lugar_de_instalacion,lat,lon,formatted_address
"Autopista 25 de Mayo - km 7,0 (carriles sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista 25 de Mayo - km 7,2 (carriles 2, 3 y 4 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista 25 de Mayo - km 4,1 (carriles 2, 3 y 4 sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista 25 de Mayo - km 5,3 (carriles 2, 3 y 4 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Avenida Lugones - km 9,8 (carriles 3, 4 y 5 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Avenida Lugones - km 9,8 (carriles 1 y 2 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
Avenida Juan de Garay N° 2031 (carriles sentido ascendente) de la Ciudad Autónoma de Buenos Aires,,,
"Avenida Sarmiento 3480 (carriles 4, 5 y 6 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Avenida Leopoldo Lugones - km 7,6 (carriles 1 y 2 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Avenida Leopoldo Lugones - km 7,6 (carriles 3 y 4 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Perito Moreno - km 0,5 (carriles 3 y 4 sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Dellepiane - km 1,15 (carriles sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Dellepiane - km 1,15 (carriles sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Dellepiane - km 2,3 (carriles sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Dellepiane - km 2,3 (carriles 1, 2 y 3 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Perito Moreno - km 0,3 (carriles sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Avenida Leopoldo Lugones - km 4,8 (carriles sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Avenida Leopoldo Lugones - km 4,9 (carriles 1 y 2 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Avenida Intendente Cantilo - km 7,55 (carriles 2, 3 y 4 sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Arturo Frondizi - km 1,3 (carriles 1, 2 y 3 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Arturo Frondizi - km 3,0 (carriles sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopista Arturo Frondizi - km 2,0 (carriles sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
"Autopísta Arturo Frondizi - km 0,5 (carriles 1, 2 y 3 - sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Av. Estado de Israel 4460 (carriles 3, 4 y 5 sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Av. Directorio N° 3078 (carriles 2, 3 y 4 sentido ascendente) de la Ciudad Autónoma de Buenos AiresCABA unico sent",,,
"Av. Circunvalación y Sampayo (carriles 1 y 2 sentido ascendente) de la localidad de Junín, provincia de Buenos Aires",,,
"Ruta Provincial Nº 31 km 123,5, Salto, Provincia de Buenos Aires. Sentido: ascendente",,,
"Ruta Provincial Nº 31 km 123,5, Salto, Provincia de Buenos Aires. Sentido: ascendente C1 y C2",,,
"Avenida Benavidez Nº 3850, Tigre. Provincia de Buenos Aires. Sentido ascendente",,,
"Av. Almirante Brown N° 6400 de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe.",,,
Holmberg N° 3015 (carril sentido ascendente) de la Ciudad Autónoma de Buenos Aires,,,
Av. Elcano N° 4510 (carril sentido descendente) de la Ciudad Autónoma de Buenos Aires,,,
"Ruta Provincial N° 7 - km 40,8 (carril sentido ascendente - afluente), en jurisdicción de la localidad de San Patricio del Chañar, provincia de Neuquén",,,
"Ruta Provincial N° 7 - km 50,6 (carril sentido descendente - efluente), en jurisdicción de la localidad de San Patricio del Chañar, provincia de Neuquén",,,
"Ruta Provincial N° 18 - km 10,8 (carril sentido ascendente - efluente), en jurisdicción de la localidad de Álvarez, provincia de Santa Fe",,,
"Marcial Candiotti N° 2783 de la ciudad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Ruta Nacional N° 12 - km 1004,13 (carril sentido ascendente - afluente), en jurisdicción de la localidad de El Sombrero, provincia de Corrientes",,,
"Ruta Nacional N° 12 - km 1004,58 (carril sentido descendente - afluente), en jurisdicción de la localidad de El Sombrero, provincia de Corrientes",,,
"R.P. 2 km 323,7 carril 2 descendente Gral Piran",,,
"R.P. 2 km 340,9 carril 2 descendente - Coronel vidal",,,
"R.P. 2 km 340,9 carril 2 ascendente - Coronel vidal",,,
"Ruta prov. 11 km 410,5 Ascendente Villa Gesell Bs.As.",,,
"R. P. 11 km 410,5 Carril 1 - asc. Villa Gesell - Bs As.",,,
"R.P. 2 km 116 , carril 2 Ascendente - Chascomus",,,
R.P. 215 cruce R.P. 16 desc. Carril 1 Gobernador Udaondo,,,
"Ruta Provincial Nº 2, km 156,2 Lezama, Pcia. de Buenos Aires,sentido de circulación: Desc",,,
"Ruta Provincial Nº 2, km 156,2 Lezama, Pcia. de Buenos Aires, sentido de circulación: Desc",,,
,,,
"RP 63 km 8,8 Desc. Dolores C2",,,
"Ruta prov. 2 km 156,2 Asc. Carril 1 Lezama",,,
"Ruta prov. 2 km 156,2 Asc. Lezama",,,
"RP 6 km 185,1 Sentido ascendente C2 , Campana",,,
"Ruta Pcial 74 km 18,2 Gral. Madariaga Bs.As. Desc.",,,
"Ruta Prov.74 18,2 Carril 2 Desc. Gral Madariaga",,,
"Ruta Nac 33 km 632,5 Venado Tuerto, Pcia. de Santa Fe",,,
"Ruta Nac 33 km 632,5 esquina Balcarce, Venado Tuerto, Pcia. de Santa Fé, sentido de circulación Firmat - Rufino.",,,
"Av. Ovidio Lagos 1100 (Ruta Nac. 8), esquina Vuelta de 
Obligado,Pergamino.Venado Tuerto, Pcia. de Santa Fé, sentido de circulación Río Cuarto -",,,
"Av. Ovidio Lagos 1100 (Ruta Nac. 8), esquina Vuelta de Obligado,Venado Tuerto, Pcia. de Santa Fé, sentido de circulación Río Cuarto -Pergamino.",,,
"Bv. España 610 Sanford, Pcia. de Santa Fe",,,
"Bv. España 699 (Ruta Nac. 33) esquina 25 de Mayo, Sanford, Pcia. de Santa Fe, ambos sentidos",,,
"Bv. España 699 (Ruta Nac. 33), esquina 25 de Mayo, Sanford, Pcia. de Santa Fe, 1 solo sentido de circulación Casilda - Chabas",,,
"D` Aloisio (Ex Bv. España) 699 (Ruta Nac. 33), esquina Moreno (ex 25 de Mayo), Sanford, Pcia. de Santa Fe, 1 solo sentido de circulación Casilda - Chabas",,,
"Av. J.R. Rodriguez 100 Pujato, Pcia. de Santa Fe",,,
"Av. J.R. Rodriguez 100 (Ruta Nac 33) Pujato, Pcia. de Santa Fe,sentido de circulación Casilda - Rosario",,,
"Av. J.R. Rodriguez 100 (Ruta Nac 33) Pujato, Pcia. de Santa Fe, sentido de circulación Casilda - Rosario",,,
"Av. 9 de Julio 760 Firmat, Pcia. de Santa Fe",,,
"Av. 9 de Julio 760 (RN 33) Firmat, Pcia. de Santa Fe",,,
"Av. Marcos Ciani 2300 (Ruta Nac. 8), esquina Dimmer, Venado Tuerto, Pcia. de Santa Fé, sentido de circulación Pergamino - Río Cuarto.",,,
"Ruta Nacional 33 - km 726,5 (carril con sentido de circulación ascendente), en jurisdicción de la localidad de Sanford, provincia de Santa Fe",,,
"Ruta Nac 33 km 755 Pujato, Pcia. de Santa Fe",,,
"Av. J.R. Rodriguez 800 (Ruta Nac 33 km 755) Pujato, Pcia. de Santa Fe",,,
"Av. J.R. Rodriguez 800 (Ruta Nacional 33 km 755) Esquina L. de la Torre,Pujato, Pcia. de Santa Fe, sentido de circulación Rosario - Casilda.",,,
"Av. J.R. Rodriguez 800 (Ruta Nac 33 km 755) Esquina L. de la Torre, Pujato, Pcia. de Santa Fe, sentido de circulación Rosario - Casilda.",,,
"Ruta Nac 33 km 631,5 Venado Tuerto, Pcia. de Santa Fe",,,
"Ruta Nac 33 km 631,5 esquina Dr. Luis Chapuis, Venado Tuerto,Pcia. de Santa Fe, sentido de circulación Rufino - Firmat o Firmat -Rufino.",,,
"Ruta Nac 33 km 631,5 esquina Dr. Luis Chapuis, Venado Tuerto, Pcia. de Santa Fe, sentido de circulación Rufino - Firmat o Firmat -Rufino.",,,
"Ruta provincial Nº 2, km 180, Castelli, Pcia. de Buenos Aires, sentido de circulación: Mar del Plata - Lezama",,,
"Ruta provincial Nº 2, km 180, Castelli, Pcia. de Buenos Aires, sentido de circulación: Lezama - Mar del Plata",,,
"Ruta provincial Nº 2, km 41,95, Berazategui, Pcia. de Buenos Aires,sentido de circulación: Capital Federal - Mar del Plata",,,
"Ruta provincial Nº 2, km 41,95, Berazategui, Pcia. de Buenos Aires,sentido de circulación Capital Federal - Mar del Plata.",,,
"Ruta provincial Nº 2, km 41,95, Berazategui, Pcia. de Buenos Aires, sentido de circulación Capital Federal - Mar del Plata.",,,
"Ruta provincial Nº 2, km 41,95, Berazategui, Pcia. de Buenos Aires,sentido de circulación: CABA - Mar del Plata",,,
"Ruta provincial Nº 2, km 41,95, Berazategui, Pcia. de Buenos Aires, sentido de circulación: CABA - Mar del Plata",,,
